,Unnamed: 0,index,choice1,choice2,Full_sentence,right_answer
140,140,140,He was scolded.,She gave him a cookie for being so nice.,"One day Wesley's auntie came over to visit.He was happy to see her, because he liked to play with her.When she starting to give his little sister attention, he got jealous.He got angry at his auntie and bit her hand when she wasn't looking.",1
141,141,141,"Before long, he was a happy and successful pig farmer.",Greg got a job at a competing pharmacy for more money.,Greg wanted to leave the city and become a pig farmer.He thought pigs were noble creatures.He thought farming was a respectable profession.Greg quit his job as a pharmacist.,1
142,142,142,The man was caught cheating.,The man was glad he didn't cheat.,A man made a small mark on the back of a playing card.He slid it into the deck without anyone noticing.During a game he saw the card on the top of the deck.The man made a large bet.,1
143,143,143,Maya felt scared.,Maya started to laugh.,"Maya was walking home one night from work.She fumbled with her keys while trying to get into her car.Someone began approaching her from a dark alley.Frightened, she quickly got into her car and started it.",1
144,144,144,Her mom and dad were ashamed of her.,Gina was happy that she got to see her show.,Gina wanted to watch a show that her siblings didn't.They refused to watch what she wanted.Her mom and dad were watching TV in the living room.Gina decided to watch her show in their room.,2
145,145,145,Anna was proud of her hard work paying off.,Anna was upset about doing poorly.,"Anna and Liv were in a contest to see who could a better math grade.Anna studied at least 5 nights every week for the whole semester.Liv, who was much better in math, studied only three or four times.Anna received a grade of 99 and Live only got a 93.",1
146,146,146,Neil fed the dog all of his eggplant.,Neil then decided to eat the eggplant himself.,"Neil stared in horror at his plate.The slimy pile of eggplant seemed to stare back at him.No way could he eat that!Spying his dog under the table, he began slipping pieces to it.",1
147,147,147,Cara's husband decided to go buy wood.,Cara's husband decided to go back to college.,Cara wanted new kitchen cabinets.She told her husband.He looked at how-to videos.He decided it looked like a simple enough job.,1
148,148,148,The teacher yelled at the girl who had tripped.,Everyone in the class was very excited!,The school class took a field trip to an abandoned mine.Their geology teacher told them to look for interesting rocks.A girl in the class tripped over what looked to be a white rock.It turned out to be a really old dinosaur fossil!,2
149,149,149,She arrived to her sister's house afterwards.,Tanya never saw her sister again.,Tanya wanted to see her sister.She took a plane.She watched a movie on the plane.She listened to music.,1
150,150,150,"My husband loves to clean the dishes,",But I do it anyway because I'm afraid he will leave me.,My husband is lazy.He never wants to clean up.He likes to leave dirty dishes in the sink.i hate cleaning up his messes.,2
151,151,151,He sighed and kept watching the movie.,Joe found the movie very interesting and hated the pause button.,"Joe pressed the pause button.He wasn't very interesting in the movie that he was watching.He began to think about everything that was wrong in his life.Too bad life has no pause button, he thought.",1
152,152,152,He said yes.,Sarah told John that she loves pineapple.,"John took Sarah out on a first date at a restaurant.He ordered her his favorite entree, a pork dish.Sarah took a bite and her face swelled up.She asked if there was pineapple in the dish.",1
153,153,153,Sarah save the video.,Sarah ate all the burritos.,"Sarah didn't like the food her school served besides the burritos.So she only bought lunch when they were serving them.But one day, it was announced that they would no longer serve them.Sarah recorded herself eating her last school burrito.",1
154,154,154,Amy was disappointed.,Amy thought they tasted great.,Amy wanted to make waffles for breakfast.She whipped up some batter quickly.She poured the batter into the maker.When she was eating them there were lumps of dry batter.,1
155,155,155,The family was glad they spotted the museum.,The family felt they had wasted their time.,"A family was driving home from vacation in Florida.They noticed a space museum and decided to stop.They went inside and checked out all of the exhibits.After that, they watched a movie about space.",1
156,156,156,Jean dropped a letter in the mailbox.,"Soon, Jean had two pet anoles.","Jean was delighted to receive a pet anole for her birthday.This was the first pet her mother had ever let her have.The next day, there was a white egg in the cage!Jean waited with anticipation, hoping the egg would hatch.",2
157,157,157,Petey was so disappointed that the game was gone.,Petey was very happy that the game was gone.,Petey held the high score in the pizza parlor's arcade cabinet.It was a campaign fighting game from the 80s.One day Petey went in and the machine was gone.The staff informed him that it had broken down.,1
158,158,158,Tom dropped to a knee and asked Peyton to marry him.,Tom was a bad sport and punched Peyton in the face.,Peyton and Tom played football often.Tom always won for many Year's.Peyton never gave up and kept practicing.Peyton finally beat Tom at a game of football.,2
159,159,159,Pam's friends won't talk to her anymore.,Josh revealed he was in love with Pam too.,"Pam was in love with Josh but she didn't know how to get his attention.She talked to her friends, and she talked to her parents.They all offered advice that didn't quite work for her.Finally, she just went up to him and told him her feelings.",2
160,160,160,All got a strike and was very happy.,All was sad at the possibility of getting a strike.,All was not a good bowler.She was lucky if her balls stayed out of the gutter.On her last frame of the day she rolled the ball.It went straight down the center.,1
